feature,feature_status,canonical_feature,tp_item
F-EXC-052,ALIAS,F-PRV-007,TP-EXC-052
F-EXC-053,ALIAS,F-CSR-024,TP-EXC-053
F-EXC-054,ALIAS,F-SEC-022,TP-EXC-054
F-EXC-055,ACTIVE,F-EXC-055,TP-EXC-055
F-EXC-055,ACTIVE,F-EXC-055,TP-EXC-072
F-EXC-056,ACTIVE,F-EXC-056,TP-EXC-056
F-EXC-057,ALIAS,F-SEC-025,TP-EXC-057
F-EXC-058,FOLDED,F-SEC-022,TP-EXC-058
F-EXC-059,ACTIVE,F-EXC-059,TP-EXC-059
F-EXC-059,ACTIVE,F-EXC-059,TP-REG-008
F-EXC-060,ACTIVE,F-EXC-060,TP-EXC-060
F-EXC-061,ACTIVE,F-EXC-061,TP-EXC-050
F-EXC-061,ACTIVE,F-EXC-061,TP-EXC-061
F-EXC-061,ACTIVE,F-EXC-061,TP-XIF-014
F-EXC-062,FOLDED,F-EXC-001,TP-EXC-062
F-EXC-062,FOLDED,F-EXC-001,TP-EXC-071
F-EXC-063,FOLDED,F-EXC-001,TP-EXC-063
F-EXC-064,ACTIVE,F-EXC-064,TP-EXC-064
F-EXC-064,ACTIVE,F-EXC-064,TP-EXC-065
F-EXC-065,ACTIVE,F-EXC-065,TP-EXC-066
F-EXC-066,ACTIVE,F-EXC-066,TP-EXC-067
F-EXC-067,ACTIVE,F-EXC-067,TP-EXC-068
F-EXC-068,ACTIVE,F-EXC-068,TP-EXC-069
F-EXC-069,ACTIVE,F-EXC-069,TP-EXC-070
F-EXC-069,ACTIVE,F-EXC-069,TP-EXC-072
F-EXC-069,ACTIVE,F-EXC-069,TP-IRQ-072
F-EXC-069,ACTIVE,F-EXC-069,TP-XIF-001
F-EXC-069,ACTIVE,F-EXC-069,TP-XIF-002
F-FE-001,ACTIVE,F-FE-001,TP-FE-001
F-FE-002,ACTIVE,F-FE-002,TP-FE-002
F-FE-003,ACTIVE,F-FE-003,TP-FE-003
F-FE-003,ACTIVE,F-FE-003,TP-IMEM-028
F-FE-004,ACTIVE,F-FE-004,TP-FE-004
F-FE-005,ACTIVE,F-FE-005,TP-FE-005
F-FE-006,ACTIVE,F-FE-006,TP-FE-006
F-FE-007,ACTIVE,F-FE-007,TP-FE-007
F-FE-007,ACTIVE,F-FE-007,TP-IMEM-033
F-FE-008,ACTIVE,F-FE-008,TP-FE-008
F-FE-009,ACTIVE,F-FE-009,TP-FE-009
F-FE-010,ACTIVE,F-FE-010,TP-FE-010
F-FE-011,ALIAS,F-EXC-067,TP-FE-011
F-FE-012,ACTIVE,F-FE-012,TP-FE-016
F-FE-013,ACTIVE,F-FE-013,TP-FE-012
F-FE-013,ACTIVE,F-FE-013,TP-FE-015
F-FE-013,ACTIVE,F-FE-013,TP-FE-024
F-FE-014,ACTIVE,F-FE-014,TP-FE-027
F-FE-014,ACTIVE,F-FE-014,TP-FE-028
F-FE-015,ACTIVE,F-FE-015,TP-FE-019
F-FE-015,ACTIVE,F-FE-015,TP-FE-025
F-FE-015,ACTIVE,F-FE-015,TP-XIF-005
F-FE-016,ALIAS,F-PMP-067,TP-FE-020
F-FE-016,ALIAS,F-PMP-067,TP-FE-025
F-FE-017,ACTIVE,F-FE-017,TP-FE-013
F-FE-017,ACTIVE,F-FE-017,TP-FE-024
F-FE-018,ACTIVE,F-FE-018,TP-FE-017
F-FE-018,ACTIVE,F-FE-018,TP-XIF-021
F-FE-019,ACTIVE,F-FE-019,TP-FE-001
F-FE-020,ALIAS,F-SEC-007,TP-FE-021
F-FE-021,ACTIVE,F-FE-021,TP-FE-026
F-FE-021,ACTIVE,F-FE-021,TP-FE-028
F-FE-021,ACTIVE,F-FE-021,TP-XIF-004
F-FE-022,ALIAS,F-IC-040,TP-FE-022
F-FE-022,ALIAS,F-IC-040,TP-XIF-020
F-FE-023,FOLDED,F-IMEM-011,TP-FE-023
F-FE-023,FOLDED,F-IMEM-011,TP-FE-025
F-FE-023,FOLDED,F-IMEM-011,TP-XIF-005
F-FE-024,FOLDED,F-FE-012,TP-FE-018
F-FE-024,FOLDED,F-FE-012,TP-XIF-011
F-FE-025,ACTIVE,F-FE-025,TP-FE-014
F-FE-025,ACTIVE,F-FE-025,TP-FE-015
F-IC-001,ACTIVE,F-IC-001,TP-IC-001
F-IC-002,ACTIVE,F-IC-002,TP-IC-002
F-IC-003,ACTIVE,F-IC-003,TP-IC-003
F-IC-004,ACTIVE,F-IC-004,TP-IC-004
F-IC-005,ACTIVE,F-IC-005,TP-IC-005
F-IC-006,ACTIVE,F-IC-006,TP-IC-006
F-IC-007,ACTIVE,F-IC-007,TP-IC-006
F-IC-008,ACTIVE,F-IC-008,TP-IC-007
F-IC-008,ACTIVE,F-IC-008,TP-IC-016
F-IC-008,ACTIVE,F-IC-008,TP-IC-047
F-IC-008,ACTIVE,F-IC-008,TP-IC-056
F-IC-008,ACTIVE,F-IC-008,TP-REG-014
F-IC-008,ACTIVE,F-IC-008,TP-REG-018
F-IC-008,ACTIVE,F-IC-008,TP-REG-019
F-IC-009,FOLDED,F-IC-008,TP-IC-008
F-IC-009,FOLDED,F-IC-008,TP-XIF-017
F-IC-010,ACTIVE,F-IC-010,TP-IC-009
F-IC-010,ACTIVE,F-IC-010,TP-IC-056
F-IC-010,ACTIVE,F-IC-010,TP-XIF-018
F-IC-011,ACTIVE,F-IC-011,TP-IC-010
F-IC-011,ACTIVE,F-IC-011,TP-XIF-018
F-IC-012,ACTIVE,F-IC-012,TP-IC-029
F-IC-012,ACTIVE,F-IC-012,TP-IC-048
F-IC-012,ACTIVE,F-IC-012,TP-IC-057
F-IC-013,ACTIVE,F-IC-013,TP-IC-017
F-IC-013,ACTIVE,F-IC-013,TP-IC-054
F-IC-014,ACTIVE,F-IC-014,TP-IC-018
F-IC-014,ACTIVE,F-IC-014,TP-IC-054
F-IC-014,ACTIVE,F-IC-014,TP-IC-055
F-IC-015,FOLDED,F-IC-014,TP-IC-019
F-IC-016,FOLDED,F-IC-014,TP-IC-020
F-IC-016,FOLDED,F-IC-014,TP-REG-004
F-IC-017,ACTIVE,F-IC-017,TP-IC-021
F-IC-018,FOLDED,F-IC-017,TP-IC-022
F-IC-019,ACTIVE,F-IC-019,TP-IC-023
F-IC-019,ACTIVE,F-IC-019,TP-IC-039
F-IC-019,ACTIVE,F-IC-019,TP-IC-041
F-IC-019,ACTIVE,F-IC-019,TP-REG-004
F-IC-020,ACTIVE,F-IC-020,TP-IC-024
F-IC-020,ACTIVE,F-IC-020,TP-IC-040
F-IC-020,ACTIVE,F-IC-020,TP-XIF-007
F-IC-021,ACTIVE,F-IC-021,TP-IC-025
F-IC-021,ACTIVE,F-IC-021,TP-XIF-006
F-IC-021,ACTIVE,F-IC-021,TP-XIF-007
F-IC-022,ACTIVE,F-IC-022,TP-IC-011
F-IC-022,ACTIVE,F-IC-022,TP-XIF-017
F-IC-023,ACTIVE,F-IC-023,TP-IC-012
F-IC-023,ACTIVE,F-IC-023,TP-IC-047
F-IC-023,ACTIVE,F-IC-023,TP-IC-055
F-IC-023,ACTIVE,F-IC-023,TP-REG-014
F-IC-023,ACTIVE,F-IC-023,TP-XIF-006
F-IC-024,ACTIVE,F-IC-024,TP-IC-013
F-IC-024,ACTIVE,F-IC-024,TP-IC-047
F-IC-024,ACTIVE,F-IC-024,TP-REG-014
F-IC-024,ACTIVE,F-IC-024,TP-XIF-006
F-IC-024,ACTIVE,F-IC-024,TP-XIF-018
F-IC-025,ACTIVE,F-IC-025,TP-IC-014
F-IC-025,ACTIVE,F-IC-025,TP-IC-047
F-IC-025,ACTIVE,F-IC-025,TP-XIF-006
F-IC-025,ACTIVE,F-IC-025,TP-XIF-018
F-IC-026,ACTIVE,F-IC-026,TP-IC-015
F-IC-026,ACTIVE,F-IC-026,TP-IC-040
F-IC-026,ACTIVE,F-IC-026,TP-XIF-006
F-IC-027,ACTIVE,F-IC-027,TP-IC-031
F-IC-027,ACTIVE,F-IC-027,TP-IC-032
F-IC-027,ACTIVE,F-IC-027,TP-IC-040
F-IC-027,ACTIVE,F-IC-027,TP-XIF-022
F-IC-028,ACTIVE,F-IC-028,TP-IC-046
F-IC-028,ACTIVE,F-IC-028,TP-XIF-022
F-IC-029,ACTIVE,F-IC-029,TP-IC-050
F-IC-029,ACTIVE,F-IC-029,TP-REG-014
F-IC-029,ACTIVE,F-IC-029,TP-REG-023
F-IC-029,ACTIVE,F-IC-029,TP-XIF-004
F-IC-029,ACTIVE,F-IC-029,TP-XIF-018
F-IC-030,ACTIVE,F-IC-030,TP-IC-035
F-IC-030,ACTIVE,F-IC-030,TP-IC-049
F-IC-030,ACTIVE,F-IC-030,TP-IC-056
F-IC-030,ACTIVE,F-IC-030,TP-REG-013
F-IC-030,ACTIVE,F-IC-030,TP-XIF-022
F-IC-031,ACTIVE,F-IC-031,TP-IC-036
F-IC-031,ACTIVE,F-IC-031,TP-IC-049
F-IC-031,ACTIVE,F-IC-031,TP-REG-013
F-IC-031,ACTIVE,F-IC-031,TP-XIF-022
F-IC-032,FOLDED,F-IC-030,TP-IC-037
F-IC-032,FOLDED,F-IC-030,TP-XIF-022
F-IC-033,FOLDED,F-IC-030,TP-IC-042
F-IC-033,FOLDED,F-IC-030,TP-IC-049
F-IC-033,FOLDED,F-IC-030,TP-REG-013
F-IC-033,FOLDED,F-IC-030,TP-XIF-022
F-IC-034,FOLDED,F-IC-030,TP-IC-043
F-IC-035,ACTIVE,F-IC-035,TP-IC-044
F-IC-035,ACTIVE,F-IC-035,TP-REG-013
F-IC-035,ACTIVE,F-IC-035,TP-XIF-022
F-IC-036,ACTIVE,F-IC-036,TP-IC-028
F-IC-036,ACTIVE,F-IC-036,TP-XIF-007
F-IC-037,ACTIVE,F-IC-037,TP-IC-026
F-IC-037,ACTIVE,F-IC-037,TP-IC-041
F-IC-037,ACTIVE,F-IC-037,TP-XIF-007
F-IC-038,ACTIVE,F-IC-038,TP-IC-051
F-IC-039,ACTIVE,F-IC-039,TP-IC-034
F-IC-039,ACTIVE,F-IC-039,TP-XIF-019
F-IC-039,ACTIVE,F-IC-039,TP-XIF-020
F-IC-040,ACTIVE,F-IC-040,TP-IC-030
F-IC-040,ACTIVE,F-IC-040,TP-IC-048
F-IC-040,ACTIVE,F-IC-040,TP-XIF-020
F-IC-041,FOLDED,F-IC-012,TP-IC-033
F-IC-041,FOLDED,F-IC-012,TP-IC-048
F-IC-041,FOLDED,F-IC-012,TP-XIF-022
F-IC-042,ACTIVE,F-IC-042,TP-IC-038
F-IC-043,ACTIVE,F-IC-043,TP-IC-027
F-IC-043,ACTIVE,F-IC-043,TP-IC-041
F-IC-043,ACTIVE,F-IC-043,TP-IC-052
F-IC-044,ACTIVE,F-IC-044,TP-IC-053
F-IC-045,ACTIVE,F-IC-045,TP-IC-045
F-IC-046,ACTIVE,F-IC-046,TP-IC-046
F-IC-047,ACTIVE,F-IC-047,TP-IC-016
F-IC-048,ACTIVE,F-IC-048,TP-IC-057
F-IMEM-001,ACTIVE,F-IMEM-001,TP-IMEM-001
F-IMEM-001,ACTIVE,F-IMEM-001,TP-IMEM-036
F-IMEM-001,ACTIVE,F-IMEM-001,TP-REG-001
F-IMEM-001,ACTIVE,F-IMEM-001,TP-REG-018
F-IMEM-001,ACTIVE,F-IMEM-001,TP-REG-019
F-IMEM-002,ACTIVE,F-IMEM-002,TP-IMEM-002
F-IMEM-003,ACTIVE,F-IMEM-003,TP-IMEM-003
F-IMEM-003,ACTIVE,F-IMEM-003,TP-REG-001
F-IMEM-004,ACTIVE,F-IMEM-004,TP-IMEM-004
F-IMEM-004,ACTIVE,F-IMEM-004,TP-IMEM-036
F-IMEM-004,ACTIVE,F-IMEM-004,TP-REG-001
F-IMEM-005,FOLDED,F-IMEM-001,TP-IMEM-005
F-IMEM-005,FOLDED,F-IMEM-001,TP-IMEM-036
F-IMEM-005,FOLDED,F-IMEM-001,TP-REG-001
F-IMEM-006,ACTIVE,F-IMEM-006,TP-IMEM-006
F-IMEM-006,ACTIVE,F-IMEM-006,TP-IMEM-010
F-IMEM-006,ACTIVE,F-IMEM-006,TP-IMEM-037
F-IMEM-006,ACTIVE,F-IMEM-006,TP-REG-002
F-IMEM-007,ACTIVE,F-IMEM-007,TP-IMEM-007
F-IMEM-007,ACTIVE,F-IMEM-007,TP-IMEM-037
F-IMEM-007,ACTIVE,F-IMEM-007,TP-REG-002
F-IMEM-008,ACTIVE,F-IMEM-008,TP-IMEM-008
F-IMEM-008,ACTIVE,F-IMEM-008,TP-IMEM-010
F-IMEM-008,ACTIVE,F-IMEM-008,TP-IMEM-032
F-IMEM-008,ACTIVE,F-IMEM-008,TP-IMEM-037
F-IMEM-008,ACTIVE,F-IMEM-008,TP-REG-002
F-IMEM-008,ACTIVE,F-IMEM-008,TP-REG-004
F-IMEM-008,ACTIVE,F-IMEM-008,TP-REG-020
F-IMEM-008,ACTIVE,F-IMEM-008,TP-XIF-001
F-IMEM-009,ACTIVE,F-IMEM-009,TP-IMEM-009
F-IMEM-009,ACTIVE,F-IMEM-009,TP-IMEM-037
F-IMEM-009,ACTIVE,F-IMEM-009,TP-REG-002
F-IMEM-009,ACTIVE,F-IMEM-009,TP-REG-004
F-IMEM-009,ACTIVE,F-IMEM-009,TP-REG-020
F-IMEM-010,ACTIVE,F-IMEM-010,TP-IMEM-007
F-IMEM-010,ACTIVE,F-IMEM-010,TP-IMEM-036
F-IMEM-010,ACTIVE,F-IMEM-010,TP-REG-002
F-IMEM-011,ACTIVE,F-IMEM-011,TP-IMEM-011
F-IMEM-011,ACTIVE,F-IMEM-011,TP-IMEM-031
F-IMEM-011,ACTIVE,F-IMEM-011,TP-REG-003
F-IMEM-011,ACTIVE,F-IMEM-011,TP-XIF-005
F-IMEM-012,ALIAS,F-EXC-006,TP-IMEM-012
F-IMEM-012,ALIAS,F-EXC-006,TP-IMEM-034
F-IMEM-012,ALIAS,F-EXC-006,TP-REG-003
F-IMEM-012,ALIAS,F-EXC-006,TP-XIF-005
F-IMEM-012,ALIAS,F-EXC-006,TP-XIF-007
F-IMEM-013,ALIAS,F-EXC-005,TP-IMEM-013
F-IMEM-013,ALIAS,F-EXC-005,TP-IMEM-031
F-IMEM-013,ALIAS,F-EXC-005,TP-REG-003
F-IMEM-013,ALIAS,F-EXC-005,TP-XIF-005
F-IMEM-014,ACTIVE,F-IMEM-014,TP-IMEM-014
F-IMEM-014,ACTIVE,F-IMEM-014,TP-IMEM-031
F-IMEM-014,ACTIVE,F-IMEM-014,TP-REG-003
F-IMEM-014,ACTIVE,F-IMEM-014,TP-XIF-005
F-IMEM-015,ACTIVE,F-IMEM-015,TP-IMEM-015
F-IMEM-015,ACTIVE,F-IMEM-015,TP-IMEM-034
F-IMEM-015,ACTIVE,F-IMEM-015,TP-REG-003
F-IMEM-015,ACTIVE,F-IMEM-015,TP-XIF-007
F-IMEM-016,ACTIVE,F-IMEM-016,TP-IMEM-017
F-IMEM-016,ACTIVE,F-IMEM-016,TP-IMEM-035
F-IMEM-016,ACTIVE,F-IMEM-016,TP-REG-004
F-IMEM-016,ACTIVE,F-IMEM-016,TP-REG-020
F-IMEM-016,ACTIVE,F-IMEM-016,TP-XIF-007
F-IMEM-017,ACTIVE,F-IMEM-017,TP-IMEM-018
F-IMEM-017,ACTIVE,F-IMEM-017,TP-IMEM-035
F-IMEM-017,ACTIVE,F-IMEM-017,TP-REG-001
F-IMEM-017,ACTIVE,F-IMEM-017,TP-XIF-007
F-IMEM-018,ALIAS,F-IC-037,TP-IC-041
F-IMEM-018,ALIAS,F-IC-037,TP-IMEM-019
F-IMEM-018,ALIAS,F-IC-037,TP-IMEM-034
F-IMEM-019,ACTIVE,F-IMEM-019,TP-IMEM-020
F-IMEM-019,ACTIVE,F-IMEM-019,TP-IMEM-038
F-IMEM-020,FOLDED,F-IMEM-019,TP-IMEM-021
F-IMEM-020,FOLDED,F-IMEM-019,TP-IMEM-038
F-IMEM-021,ACTIVE,F-IMEM-021,TP-IMEM-022
F-IMEM-021,ACTIVE,F-IMEM-021,TP-XIF-004
F-IMEM-022,ALIAS,F-RST-010,TP-IMEM-023
F-IMEM-022,ALIAS,F-RST-010,TP-REG-012
F-IMEM-022,ALIAS,F-RST-010,TP-REG-018
F-IMEM-022,ALIAS,F-RST-010,TP-XIF-016
F-IMEM-023,FOLDED,F-RST-010,TP-IMEM-024
F-IMEM-023,FOLDED,F-RST-010,TP-REG-012
F-IMEM-023,FOLDED,F-RST-010,TP-XIF-016
F-IMEM-024,ACTIVE,F-IMEM-024,TP-IMEM-025
F-IMEM-024,ACTIVE,F-IMEM-024,TP-REG-012
F-IMEM-024,ACTIVE,F-IMEM-024,TP-XIF-016
F-IMEM-025,ALIAS,F-RST-012,TP-IMEM-026
F-IMEM-025,ALIAS,F-RST-012,TP-REG-012
F-IMEM-025,ALIAS,F-RST-012,TP-XIF-016
F-IMEM-026,ALIAS,F-RST-002,TP-IMEM-027
F-IMEM-026,ALIAS,F-RST-002,TP-IMEM-028
F-IMEM-027,ACTIVE,F-IMEM-027,TP-IMEM-016
F-IMEM-027,ACTIVE,F-IMEM-027,TP-IMEM-031
F-IMEM-027,ACTIVE,F-IMEM-027,TP-REG-026
F-IMEM-028,ACTIVE,F-IMEM-028,TP-IMEM-030
F-IMEM-029,ACTIVE,F-IMEM-029,TP-IMEM-004
F-IMEM-029,ACTIVE,F-IMEM-029,TP-IMEM-036
F-IMEM-030,ACTIVE,F-IMEM-030,TP-IMEM-029
F-IMEM-030,ACTIVE,F-IMEM-030,TP-IMEM-032
F-IMEM-030,ACTIVE,F-IMEM-030,TP-IMEM-033
F-IMEM-030,ACTIVE,F-IMEM-030,TP-IMEM-038
F-IMEM-031,ACTIVE,F-IMEM-031,TP-IMEM-039
F-IMEM-032,ACTIVE,F-IMEM-032,TP-IMEM-040
F-IRQ-001,ACTIVE,F-IRQ-001,TP-IRQ-001
F-IRQ-001,ACTIVE,F-IRQ-001,TP-IRQ-002
F-IRQ-001,ACTIVE,F-IRQ-001,TP-IRQ-003
F-IRQ-001,ACTIVE,F-IRQ-001,TP-IRQ-004
F-IRQ-001,ACTIVE,F-IRQ-001,TP-REG-008
F-IRQ-001,ACTIVE,F-IRQ-001,TP-REG-018
F-IRQ-001,ACTIVE,F-IRQ-001,TP-REG-019
F-IRQ-002,ACTIVE,F-IRQ-002,TP-IRQ-001
F-IRQ-002,ACTIVE,F-IRQ-002,TP-IRQ-071
F-IRQ-002,ACTIVE,F-IRQ-002,TP-REG-008
F-IRQ-003,ACTIVE,F-IRQ-003,TP-IRQ-008
F-IRQ-004,ALIAS,F-CSR-032,TP-IRQ-009
F-IRQ-005,ALIAS,F-CSR-033,TP-IRQ-010
F-IRQ-006,ACTIVE,F-IRQ-006,TP-IRQ-011
F-IRQ-006,ACTIVE,F-IRQ-006,TP-IRQ-070
F-IRQ-006,ACTIVE,F-IRQ-006,TP-IRQ-071
F-IRQ-007,ACTIVE,F-IRQ-007,TP-IRQ-012
F-IRQ-007,ACTIVE,F-IRQ-007,TP-IRQ-070
F-IRQ-007,ACTIVE,F-IRQ-007,TP-IRQ-077
F-IRQ-008,ACTIVE,F-IRQ-008,TP-IRQ-013
F-IRQ-008,ACTIVE,F-IRQ-008,TP-IRQ-074
F-IRQ-008,ACTIVE,F-IRQ-008,TP-REG-016
F-IRQ-008,ACTIVE,F-IRQ-008,TP-XIF-020
F-IRQ-009,ACTIVE,F-IRQ-009,TP-IRQ-014
F-IRQ-009,ACTIVE,F-IRQ-009,TP-IRQ-071
F-IRQ-009,ACTIVE,F-IRQ-009,TP-REG-009
F-IRQ-010,FOLDED,F-IRQ-009,TP-IRQ-015
F-IRQ-010,FOLDED,F-IRQ-009,TP-REG-009
F-IRQ-011,FOLDED,F-IRQ-009,TP-IRQ-016
F-IRQ-011,FOLDED,F-IRQ-009,TP-REG-008
F-IRQ-012,ACTIVE,F-IRQ-012,TP-IRQ-001
F-IRQ-012,ACTIVE,F-IRQ-012,TP-IRQ-004
F-IRQ-012,ACTIVE,F-IRQ-012,TP-IRQ-017
F-IRQ-012,ACTIVE,F-IRQ-012,TP-IRQ-071
F-IRQ-013,ALIAS,F-CSR-035,TP-IRQ-018
F-IRQ-014,ALIAS,F-CSR-035,TP-IRQ-019
F-IRQ-015,FOLDED,F-IRQ-012,TP-IRQ-020
F-IRQ-015,FOLDED,F-IRQ-012,TP-IRQ-077
F-IRQ-016,ACTIVE,F-IRQ-016,TP-IRQ-021
F-IRQ-016,ACTIVE,F-IRQ-016,TP-IRQ-079
F-IRQ-016,ACTIVE,F-IRQ-016,TP-IRQ-080
F-IRQ-016,ACTIVE,F-IRQ-016,TP-REG-022
F-IRQ-017,FOLDED,F-IRQ-016,TP-IRQ-022
F-IRQ-017,FOLDED,F-IRQ-016,TP-IRQ-072
F-IRQ-017,FOLDED,F-IRQ-016,TP-XIF-001
F-IRQ-017,FOLDED,F-IRQ-016,TP-XIF-008
F-IRQ-018,ACTIVE,F-IRQ-018,TP-IRQ-023
F-IRQ-018,ACTIVE,F-IRQ-018,TP-IRQ-072
F-IRQ-018,ACTIVE,F-IRQ-018,TP-XIF-008
F-IRQ-019,ALIAS,F-MUL-023,TP-IRQ-024
F-IRQ-020,ACTIVE,F-IRQ-020,TP-IRQ-025
F-IRQ-020,ACTIVE,F-IRQ-020,TP-IRQ-076
F-IRQ-020,ACTIVE,F-IRQ-020,TP-REG-025
F-IRQ-020,ACTIVE,F-IRQ-020,TP-XIF-011
F-IRQ-021,ACTIVE,F-IRQ-021,TP-EXC-072
F-IRQ-021,ACTIVE,F-IRQ-021,TP-IRQ-026
F-IRQ-021,ACTIVE,F-IRQ-021,TP-XIF-005
F-IRQ-022,FOLDED,F-EXC-035,TP-EXC-072
F-IRQ-022,FOLDED,F-EXC-035,TP-IRQ-027
F-IRQ-022,FOLDED,F-EXC-035,TP-IRQ-072
F-IRQ-022,FOLDED,F-EXC-035,TP-XIF-001
F-IRQ-022,FOLDED,F-EXC-035,TP-XIF-008
F-IRQ-023,ACTIVE,F-IRQ-023,TP-IRQ-028
F-IRQ-023,ACTIVE,F-IRQ-023,TP-XIF-015
F-IRQ-024,ACTIVE,F-IRQ-024,TP-IRQ-029
F-IRQ-024,ACTIVE,F-IRQ-024,TP-IRQ-075
F-IRQ-024,ACTIVE,F-IRQ-024,TP-IRQ-080
F-IRQ-024,ACTIVE,F-IRQ-024,TP-XIF-015
F-IRQ-025,ACTIVE,F-IRQ-025,TP-IRQ-030
F-IRQ-025,ACTIVE,F-IRQ-025,TP-IRQ-071
F-IRQ-025,ACTIVE,F-IRQ-025,TP-REG-010
F-IRQ-025,ACTIVE,F-IRQ-025,TP-REG-022
F-IRQ-026,FOLDED,F-IRQ-009,TP-IRQ-031
F-IRQ-026,FOLDED,F-IRQ-009,TP-REG-010
F-IRQ-027,FOLDED,F-IRQ-016,TP-IRQ-032
F-IRQ-027,FOLDED,F-IRQ-016,TP-IRQ-071
F-IRQ-027,FOLDED,F-IRQ-016,TP-REG-008
F-IRQ-027,FOLDED,F-IRQ-016,TP-REG-010
F-IRQ-027,FOLDED,F-IRQ-016,TP-REG-022
F-IRQ-028,ACTIVE,F-IRQ-028,TP-IRQ-033
F-IRQ-029,FOLDED,F-IRQ-016,TP-IRQ-034
F-IRQ-029,FOLDED,F-IRQ-016,TP-IRQ-074
F-IRQ-029,FOLDED,F-IRQ-016,TP-XIF-015
F-IRQ-029,FOLDED,F-IRQ-016,TP-XIF-020
F-IRQ-030,ACTIVE,F-IRQ-030,TP-IRQ-007
F-IRQ-030,ACTIVE,F-IRQ-030,TP-IRQ-078
F-IRQ-030,ACTIVE,F-IRQ-030,TP-REG-009
F-IRQ-030,ACTIVE,F-IRQ-030,TP-XIF-003
F-IRQ-031,ACTIVE,F-IRQ-031,TP-IRQ-035
F-IRQ-032,ACTIVE,F-IRQ-032,TP-IRQ-036
F-IRQ-032,ACTIVE,F-IRQ-032,TP-IRQ-079
F-IRQ-033,ALIAS,F-IRQ-030,TP-IRQ-037
F-IRQ-034,FOLDED,F-IRQ-009,TP-IRQ-038
F-IRQ-034,FOLDED,F-IRQ-009,TP-IRQ-073
F-IRQ-034,FOLDED,F-IRQ-009,TP-IRQ-079
F-IRQ-034,FOLDED,F-IRQ-009,TP-REG-009
F-IRQ-035,ACTIVE,F-IRQ-035,TP-EXC-070
F-IRQ-035,ACTIVE,F-IRQ-035,TP-IRQ-039
F-IRQ-035,ACTIVE,F-IRQ-035,TP-XIF-003
F-IRQ-036,ACTIVE,F-IRQ-036,TP-IRQ-040
F-IRQ-037,ACTIVE,F-IRQ-037,TP-IRQ-041
F-IRQ-037,ACTIVE,F-IRQ-037,TP-IRQ-075
F-IRQ-038,FOLDED,F-IRQ-030,TP-IRQ-042
F-IRQ-038,FOLDED,F-IRQ-030,TP-IRQ-075
F-IRQ-038,FOLDED,F-IRQ-030,TP-XIF-015
F-IRQ-039,ALIAS,F-DBG-056,TP-IRQ-043
F-IRQ-039,ALIAS,F-DBG-056,TP-IRQ-075
F-IRQ-039,ALIAS,F-DBG-056,TP-IRQ-080
F-IRQ-039,ALIAS,F-DBG-056,TP-XIF-020
F-IRQ-040,ACTIVE,F-IRQ-040,TP-IRQ-044
F-IRQ-040,ACTIVE,F-IRQ-040,TP-IRQ-073
F-IRQ-040,ACTIVE,F-IRQ-040,TP-XIF-003
F-IRQ-041,ACTIVE,F-IRQ-041,TP-IRQ-045
F-IRQ-041,ACTIVE,F-IRQ-041,TP-IRQ-073
F-IRQ-041,ACTIVE,F-IRQ-041,TP-XIF-003
F-IRQ-042,ACTIVE,F-IRQ-042,TP-IRQ-046
F-IRQ-043,ACTIVE,F-IRQ-043,TP-IRQ-047
F-IRQ-043,ACTIVE,F-IRQ-043,TP-IRQ-073
F-IRQ-044,ACTIVE,F-IRQ-044,TP-IRQ-048
F-IRQ-045,ACTIVE,F-IRQ-045,TP-IRQ-049
F-IRQ-045,ACTIVE,F-IRQ-045,TP-IRQ-068
F-IRQ-045,ACTIVE,F-IRQ-045,TP-REG-023
F-IRQ-045,ACTIVE,F-IRQ-045,TP-XIF-004
F-IRQ-046,FOLDED,F-IRQ-045,TP-IRQ-050
F-IRQ-046,FOLDED,F-IRQ-045,TP-IRQ-074
F-IRQ-046,FOLDED,F-IRQ-045,TP-XIF-004
F-IRQ-047,FOLDED,F-IRQ-045,TP-IRQ-051
F-IRQ-047,FOLDED,F-IRQ-045,TP-XIF-004
F-IRQ-048,ACTIVE,F-IRQ-048,TP-IRQ-052
F-IRQ-048,ACTIVE,F-IRQ-048,TP-XIF-004
F-IRQ-049,FOLDED,F-IRQ-045,TP-IRQ-053
F-IRQ-049,FOLDED,F-IRQ-045,TP-XIF-004
F-IRQ-050,ACTIVE,F-IRQ-050,TP-IRQ-054
F-IRQ-050,ACTIVE,F-IRQ-050,TP-IRQ-075
F-IRQ-050,ACTIVE,F-IRQ-050,TP-XIF-004
F-IRQ-051,ACTIVE,F-IRQ-051,TP-IRQ-055
F-IRQ-051,ACTIVE,F-IRQ-051,TP-IRQ-069
F-IRQ-051,ACTIVE,F-IRQ-051,TP-XIF-004
F-IRQ-052,FOLDED,F-IRQ-045,TP-IRQ-056
F-IRQ-052,FOLDED,F-IRQ-045,TP-REG-010
F-IRQ-053,FOLDED,F-IRQ-045,TP-IRQ-057
F-IRQ-053,FOLDED,F-IRQ-045,TP-IRQ-074
F-IRQ-053,FOLDED,F-IRQ-045,TP-XIF-020
F-IRQ-054,ACTIVE,F-IRQ-054,TP-IRQ-058
F-IRQ-054,ACTIVE,F-IRQ-054,TP-XIF-004
F-IRQ-055,ACTIVE,F-IRQ-055,TP-IRQ-059
